employee_id;zone;wd;duration;time
acalzas001                    ;1-4                 ;Thursday ;2;60244
acalzas001                    ;1-4                 ;Friday   ;2;43981
acalzas001                    ;1-4                 ;Friday   ;41;47283
acalzas001                    ;1-4                 ;Friday   ;2;62217
acalzas001                    ;1-4                 ;Friday   ;41;27759
acalzas001                    ;1-4                 ;Friday   ;2;43335
acalzas001                    ;1-4                 ;Friday   ;41;46317
acalzas001                    ;1-4                 ;Friday   ;2;60304
acalzas001                    ;1-4                 ;Friday   ;41;26408
acalzas001                    ;2-1                 ;Monday   ;17;26509
acalzas001                    ;2-1                 ;Monday   ;464;31580
acalzas001                    ;2-1                 ;Monday   ;19;36501
acalzas001                    ;2-1                 ;Monday   ;27;37210
acalzas001                    ;2-1                 ;Monday   ;11;41602
acalzas001                    ;2-1                 ;Monday   ;57;44121
acalzas001                    ;2-1                 ;Monday   ;10;37940
acalzas001                    ;2-1                 ;Monday   ;17;26254
acalzas001                    ;2-1                 ;Monday   ;464;32420
acalzas001                    ;2-1                 ;Monday   ;19;36621
acalzas001                    ;2-1                 ;Monday   ;17;46900
acalzas001                    ;2-1                 ;Monday   ;27;37330
acalzas001                    ;2-1                 ;Monday   ;10;38000
acalzas001                    ;2-1                 ;Monday   ;10;50240
acalzas001                    ;2-1                 ;Monday   ;10;41407
acalzas001                    ;2-1                 ;Monday   ;60;42561
acalzas001                    ;2-1                 ;Monday   ;10;53767
acalzas001                    ;2-1                 ;Monday   ;19;55941
acalzas001                    ;2-1                 ;Monday   ;17;46511
acalzas001                    ;2-1                 ;Monday   ;18;56411
acalzas001                    ;2-1                 ;Monday   ;10;50540
acalzas001                    ;2-1                 ;Monday   ;10;53947
acalzas001                    ;2-1                 ;Monday   ;884;57140
acalzas001                    ;2-1                 ;Monday   ;19;56361
acalzas001                    ;2-1                 ;Monday   ;18;56831
acalzas001                    ;2-1                 ;Monday   ;404;58340
acalzas001                    ;2-1                 ;Monday   ;62;60741
acalzas001                    ;2-1                 ;Monday   ;33;62121
acalzas001                    ;2-1                 ;Tuesday  ;19;36141
acalzas001                    ;2-1                 ;Tuesday  ;18;56171
acalzas001                    ;2-1                 ;Tuesday  ;62;43041
acalzas001                    ;2-1                 ;Tuesday  ;824;57800
acalzas001                    ;2-1                 ;Tuesday  ;60;61581
acalzas001                    ;2-1                 ;Tuesday  ;17;27679
acalzas001                    ;2-1                 ;Tuesday  ;27;36850
acalzas001                    ;2-1                 ;Tuesday  ;13;47206
acalzas001                    ;2-1                 ;Tuesday  ;10;37580
acalzas001                    ;2-1                 ;Tuesday  ;13;27924
acalzas001                    ;2-1                 ;Tuesday  ;584;31520
acalzas001                    ;2-1                 ;Tuesday  ;19;35541
acalzas001                    ;2-1                 ;Tuesday  ;27;36370
acalzas001                    ;2-1                 ;Tuesday  ;10;37760
acalzas001                    ;2-1                 ;Tuesday  ;17;42441
acalzas001                    ;2-1                 ;Tuesday  ;10;50120
acalzas001                    ;2-1                 ;Tuesday  ;10;41107
acalzas001                    ;2-1                 ;Tuesday  ;17;46360
acalzas001                    ;2-1                 ;Tuesday  ;10;50540
acalzas001                    ;2-1                 ;Tuesday  ;11;54005
acalzas001                    ;2-1                 ;Tuesday  ;10;53227
acalzas001                    ;2-1                 ;Tuesday  ;19;56301
acalzas001                    ;2-1                 ;Tuesday  ;18;57011
acalzas001                    ;2-1                 ;Tuesday  ;824;58160
acalzas001                    ;2-1                 ;Tuesday  ;17;60021
acalzas001                    ;2-1                 ;Tuesday  ;584;31760
acalzas001                    ;2-1                 ;Tuesday  ;10;41467
acalzas001                    ;2-1                 ;Tuesday  ;19;55461
acalzas001                    ;2-1                 ;Wednesday;17;46846
acalzas001                    ;2-1                 ;Wednesday;10;50240
acalzas001                    ;2-1                 ;Wednesday;10;50360
acalzas001                    ;2-1                 ;Wednesday;11;53825
acalzas001                    ;2-1                 ;Wednesday;19;55821
acalzas001                    ;2-1                 ;Wednesday;18;56471
acalzas001                    ;2-1                 ;Wednesday;10;53527
acalzas001                    ;2-1                 ;Wednesday;824;57320
acalzas001                    ;2-1                 ;Wednesday;62;61401
acalzas001                    ;2-1                 ;Wednesday;19;55281
acalzas001                    ;2-1                 ;Wednesday;18;55811
acalzas001                    ;2-1                 ;Wednesday;524;58160
acalzas001                    ;2-1                 ;Wednesday;62;61821
acalzas001                    ;2-1                 ;Wednesday;17;27955
acalzas001                    ;2-1                 ;Wednesday;584;32120
acalzas001                    ;2-1                 ;Wednesday;19;35601
acalzas001                    ;2-1                 ;Wednesday;27;36370
acalzas001                    ;2-1                 ;Wednesday;10;37640
acalzas001                    ;2-1                 ;Wednesday;10;40747
acalzas001                    ;2-1                 ;Wednesday;32;42621
acalzas001                    ;2-1                 ;Wednesday;13;27438
acalzas001                    ;2-1                 ;Wednesday;584;32360
acalzas001                    ;2-1                 ;Wednesday;19;35781
acalzas001                    ;2-1                 ;Wednesday;27;36610
acalzas001                    ;2-1                 ;Wednesday;10;37520
acalzas001                    ;2-1                 ;Wednesday;11;41422
acalzas001                    ;2-1                 ;Wednesday;62;43581
acalzas001                    ;2-1                 ;Wednesday;13;46006
acalzas001                    ;2-1                 ;Thursday ;17;27917
acalzas001                    ;2-1                 ;Thursday ;524;31820
acalzas001                    ;2-1                 ;Thursday ;19;35481
acalzas001                    ;2-1                 ;Thursday ;27;36370
acalzas001                    ;2-1                 ;Thursday ;10;38060
acalzas001                    ;2-1                 ;Thursday ;11;41705
acalzas001                    ;2-1                 ;Thursday ;62;44121
acalzas001                    ;2-1                 ;Thursday ;13;48340
acalzas001                    ;2-1                 ;Thursday ;10;50180
acalzas001                    ;2-1                 ;Thursday ;11;53525
acalzas001                    ;2-1                 ;Thursday ;19;56001
acalzas001                    ;2-1                 ;Thursday ;18;56651
acalzas001                    ;2-1                 ;Thursday ;704;58340
acalzas001                    ;2-1                 ;Thursday ;62;60081
acalzas001                    ;2-1                 ;Thursday ;17;27740
acalzas001                    ;2-1                 ;Thursday ;404;32540
acalzas001                    ;2-1                 ;Thursday ;19;36381
acalzas001                    ;2-1                 ;Thursday ;27;36850
acalzas001                    ;2-1                 ;Thursday ;10;37820
acalzas001                    ;2-1                 ;Thursday ;11;41645
acalzas001                    ;2-1                 ;Thursday ;61;42321
acalzas001                    ;2-1                 ;Thursday ;17;46520
acalzas001                    ;2-1                 ;Thursday ;10;50240
acalzas001                    ;2-1                 ;Thursday ;11;53722
acalzas001                    ;2-1                 ;Thursday ;19;56181
acalzas001                    ;2-1                 ;Thursday ;18;56711
acalzas001                    ;2-1                 ;Thursday ;764;57200
acalzas001                    ;2-1                 ;Thursday ;62;60141
acalzas001                    ;2-1                 ;Friday   ;10;37880
acalzas001                    ;2-1                 ;Friday   ;11;40942
acalzas001                    ;2-1                 ;Friday   ;59;43881
acalzas001                    ;2-1                 ;Friday   ;17;47326
acalzas001                    ;2-1                 ;Friday   ;10;50660
acalzas001                    ;2-1                 ;Friday   ;11;53885
acalzas001                    ;2-1                 ;Friday   ;19;56361
acalzas001                    ;2-1                 ;Friday   ;18;56891
acalzas001                    ;2-1                 ;Friday   ;644;58160
acalzas001                    ;2-1                 ;Friday   ;55;62121
acalzas001                    ;2-1                 ;Friday   ;17;27802
acalzas001                    ;2-1                 ;Friday   ;404;31700
acalzas001                    ;2-1                 ;Friday   ;19;36441
acalzas001                    ;2-1                 ;Friday   ;27;36970
acalzas001                    ;2-1                 ;Friday   ;10;37820
acalzas001                    ;2-1                 ;Friday   ;11;41182
acalzas001                    ;2-1                 ;Friday   ;17;43281
acalzas001                    ;2-1                 ;Friday   ;13;46360
acalzas001                    ;2-1                 ;Friday   ;10;50480
acalzas001                    ;2-1                 ;Friday   ;11;53765
acalzas001                    ;2-1                 ;Friday   ;19;55881
acalzas001                    ;2-1                 ;Friday   ;18;56351
acalzas001                    ;2-1                 ;Friday   ;824;57260
acalzas001                    ;2-1                 ;Friday   ;62;60201
acalzas001                    ;2-1                 ;Friday   ;17;26451
acalzas001                    ;2-1                 ;Friday   ;464;32600
acalzas001                    ;2-1                 ;Friday   ;19;36441
acalzas001                    ;2-1                 ;Friday   ;27;37210
acalzas001                    ;2-2                 ;Monday   ;5054;26526
acalzas001                    ;2-2                 ;Monday   ;4457;32044
acalzas001                    ;2-2                 ;Monday   ;703;37237
acalzas001                    ;2-2                 ;Monday   ;2508;41613
acalzas001                    ;2-2                 ;Monday   ;6149;26271
acalzas001                    ;2-2                 ;Monday   ;3737;32884
acalzas001                    ;2-2                 ;Monday   ;643;37357
acalzas001                    ;2-2                 ;Monday   ;3323;46917
acalzas001                    ;2-2                 ;Monday   ;1144;41417
acalzas001                    ;2-2                 ;Monday   ;2164;53777
acalzas001                    ;2-2                 ;Monday   ;4012;46528
acalzas001                    ;2-2                 ;Monday   ;711;56429
acalzas001                    ;2-2                 ;Monday   ;2404;53957
acalzas001                    ;2-2                 ;Monday   ;4097;58024
acalzas001                    ;2-2                 ;Monday   ;1491;56849
acalzas001                    ;2-2                 ;Monday   ;1997;58744
acalzas001                    ;2-2                 ;Tuesday  ;1611;56189
acalzas001                    ;2-2                 ;Tuesday  ;2957;58624
acalzas001                    ;2-2                 ;Tuesday  ;4064;27696
acalzas001                    ;2-2                 ;Tuesday  ;703;36877
acalzas001                    ;2-2                 ;Tuesday  ;3583;27937
acalzas001                    ;2-2                 ;Tuesday  ;3437;32104
acalzas001                    ;2-2                 ;Tuesday  ;2901;47219
acalzas001                    ;2-2                 ;Tuesday  ;1363;36397
acalzas001                    ;2-2                 ;Tuesday  ;1324;41117
acalzas001                    ;2-2                 ;Tuesday  ;4163;46377
acalzas001                    ;2-2                 ;Tuesday  ;2285;54016
acalzas001                    ;2-2                 ;Tuesday  ;1131;57029
acalzas001                    ;2-2                 ;Tuesday  ;3797;32344
acalzas001                    ;2-2                 ;Tuesday  ;1037;58984
acalzas001                    ;2-2                 ;Tuesday  ;2224;53237
acalzas001                    ;2-2                 ;Tuesday  ;1564;41477
acalzas001                    ;2-2                 ;Wednesday;4221;46019
acalzas001                    ;2-2                 ;Wednesday;3497;46863
acalzas001                    ;2-2                 ;Wednesday;1985;53836
acalzas001                    ;2-2                 ;Wednesday;831;56489
acalzas001                    ;2-2                 ;Wednesday;3257;58144
acalzas001                    ;2-2                 ;Wednesday;1744;53537
acalzas001                    ;2-2                 ;Wednesday;2331;55829
acalzas001                    ;2-2                 ;Wednesday;3137;58684
acalzas001                    ;2-2                 ;Wednesday;4148;27972
acalzas001                    ;2-2                 ;Wednesday;2897;32704
acalzas001                    ;2-2                 ;Wednesday;1243;36397
acalzas001                    ;2-2                 ;Wednesday;1864;40757
acalzas001                    ;2-2                 ;Wednesday;4909;27451
acalzas001                    ;2-2                 ;Wednesday;2837;32944
acalzas001                    ;2-2                 ;Wednesday;883;36637
acalzas001                    ;2-2                 ;Wednesday;2148;41433
acalzas001                    ;2-2                 ;Thursday ;3886;27934
acalzas001                    ;2-2                 ;Thursday ;3137;32344
acalzas001                    ;2-2                 ;Thursday ;1663;36397
acalzas001                    ;2-2                 ;Thursday ;2405;41716
acalzas001                    ;2-2                 ;Thursday ;1827;48353
acalzas001                    ;2-2                 ;Thursday ;2465;53536
acalzas001                    ;2-2                 ;Thursday ;1671;56669
acalzas001                    ;2-2                 ;Thursday ;1037;59044
acalzas001                    ;2-2                 ;Thursday ;4783;27757
acalzas001                    ;2-2                 ;Thursday ;3437;32944
acalzas001                    ;2-2                 ;Thursday ;943;36877
acalzas001                    ;2-2                 ;Thursday ;665;41656
acalzas001                    ;2-2                 ;Thursday ;3703;46537
acalzas001                    ;2-2                 ;Thursday ;2448;53733
acalzas001                    ;2-2                 ;Thursday ;471;56729
acalzas001                    ;2-2                 ;Thursday ;2177;57964
acalzas001                    ;2-2                 ;Friday   ;643;37237
acalzas001                    ;2-2                 ;Friday   ;2928;40953
acalzas001                    ;2-2                 ;Friday   ;3317;47343
acalzas001                    ;2-2                 ;Friday   ;2465;53896
acalzas001                    ;2-2                 ;Friday   ;1251;56909
acalzas001                    ;2-2                 ;Friday   ;3317;58804
acalzas001                    ;2-2                 ;Friday   ;3881;27819
acalzas001                    ;2-2                 ;Friday   ;4337;32104
acalzas001                    ;2-2                 ;Friday   ;823;36997
acalzas001                    ;2-2                 ;Friday   ;2088;41193
acalzas001                    ;2-2                 ;Friday   ;4107;46373
acalzas001                    ;2-2                 ;Friday   ;2105;53776
acalzas001                    ;2-2                 ;Friday   ;891;56369
acalzas001                    ;2-2                 ;Friday   ;2117;58084
acalzas001                    ;2-2                 ;Friday   ;6132;26468
acalzas001                    ;2-2                 ;Friday   ;3377;33064
acalzas001                    ;2-4                 ;Monday   ;2;26507
acalzas001                    ;2-4                 ;Monday   ;41;44178
acalzas001                    ;2-4                 ;Monday   ;2;26252
acalzas001                    ;2-4                 ;Monday   ;2;46898
acalzas001                    ;2-4                 ;Monday   ;41;42621
acalzas001                    ;2-4                 ;Monday   ;2;46509
acalzas001                    ;2-4                 ;Monday   ;41;62154
acalzas001                    ;2-4                 ;Monday   ;41;60803
acalzas001                    ;2-4                 ;Tuesday  ;41;43103
acalzas001                    ;2-4                 ;Tuesday  ;41;61641
acalzas001                    ;2-4                 ;Tuesday  ;2;47204
acalzas001                    ;2-4                 ;Tuesday  ;2;27677
acalzas001                    ;2-4                 ;Tuesday  ;2;27922
acalzas001                    ;2-4                 ;Tuesday  ;32;42458
acalzas001                    ;2-4                 ;Tuesday  ;2;46358
acalzas001                    ;2-4                 ;Tuesday  ;40;60038
acalzas001                    ;2-4                 ;Wednesday;2;46844
acalzas001                    ;2-4                 ;Wednesday;41;61463
acalzas001                    ;2-4                 ;Wednesday;41;61883
acalzas001                    ;2-4                 ;Wednesday;2;27953
acalzas001                    ;2-4                 ;Wednesday;42;42653
acalzas001                    ;2-4                 ;Wednesday;2;27436
acalzas001                    ;2-4                 ;Wednesday;41;43643
acalzas001                    ;2-4                 ;Wednesday;2;46004
acalzas001                    ;2-4                 ;Thursday ;2;27915
acalzas001                    ;2-4                 ;Thursday ;41;44183
acalzas001                    ;2-4                 ;Thursday ;2;48338
acalzas001                    ;2-4                 ;Thursday ;41;60143
acalzas001                    ;2-4                 ;Thursday ;2;27738
acalzas001                    ;2-4                 ;Thursday ;42;42382
acalzas001                    ;2-4                 ;Thursday ;2;46518
acalzas001                    ;2-4                 ;Thursday ;41;60203
acalzas001                    ;2-4                 ;Friday   ;41;43940
acalzas001                    ;2-4                 ;Friday   ;2;47324
acalzas001                    ;2-4                 ;Friday   ;41;62176
acalzas001                    ;2-4                 ;Friday   ;2;27800
acalzas001                    ;2-4                 ;Friday   ;37;43298
acalzas001                    ;2-4                 ;Friday   ;2;46358
acalzas001                    ;2-4                 ;Friday   ;41;60263
acalzas001                    ;2-4                 ;Friday   ;2;26449
acalzas001                    ;2-6                 ;Monday   ;3652;37950
acalzas001                    ;2-6                 ;Monday   ;3397;38010
acalzas001                    ;2-6                 ;Monday   ;3517;50250
acalzas001                    ;2-6                 ;Monday   ;3397;50550
acalzas001                    ;2-6                 ;Tuesday  ;3337;37770
acalzas001                    ;2-6                 ;Tuesday  ;3877;37590
acalzas001                    ;2-6                 ;Tuesday  ;3097;50130
acalzas001                    ;2-6                 ;Tuesday  ;3455;50550
acalzas001                    ;2-6                 ;Wednesday;3455;50370
acalzas001                    ;2-6                 ;Wednesday;3277;50250
acalzas001                    ;2-6                 ;Wednesday;3097;37650
acalzas001                    ;2-6                 ;Wednesday;3892;37530
acalzas001                    ;2-6                 ;Thursday ;3635;38070
acalzas001                    ;2-6                 ;Thursday ;3335;50190
acalzas001                    ;2-6                 ;Thursday ;3815;37830
acalzas001                    ;2-6                 ;Thursday ;3472;50250
acalzas001                    ;2-6                 ;Friday   ;3052;37890
acalzas001                    ;2-6                 ;Friday   ;3215;50670
acalzas001                    ;2-6                 ;Friday   ;3352;37830
acalzas001                    ;2-6                 ;Friday   ;3275;50490
acalzas001                    ;2-7                 ;Monday   ;690;36520
acalzas001                    ;2-7                 ;Monday   ;690;36640
acalzas001                    ;2-7                 ;Monday   ;451;55960
acalzas001                    ;2-7                 ;Monday   ;451;56380
acalzas001                    ;2-7                 ;Tuesday  ;690;36160
acalzas001                    ;2-7                 ;Tuesday  ;810;35560
acalzas001                    ;2-7                 ;Tuesday  ;691;56320
acalzas001                    ;2-7                 ;Tuesday  ;691;55480
acalzas001                    ;2-7                 ;Wednesday;631;55840
acalzas001                    ;2-7                 ;Wednesday;511;55300
acalzas001                    ;2-7                 ;Wednesday;750;35620
acalzas001                    ;2-7                 ;Wednesday;810;35800
acalzas001                    ;2-7                 ;Thursday ;870;35500
acalzas001                    ;2-7                 ;Thursday ;631;56020
acalzas001                    ;2-7                 ;Thursday ;450;36400
acalzas001                    ;2-7                 ;Thursday ;511;56200
acalzas001                    ;2-7                 ;Friday   ;511;56380
acalzas001                    ;2-7                 ;Friday   ;510;36460
acalzas001                    ;2-7                 ;Friday   ;451;55900
acalzas001                    ;2-7                 ;Friday   ;750;36460
acampo001                     ;1-1                 ;Monday   ;;61441
acampo001                     ;1-1                 ;Monday   ;51;29700
acampo001                     ;1-1                 ;Monday   ;16;29924
acampo001                     ;1-1                 ;Monday   ;17;29942
acampo001                     ;1-1                 ;Monday   ;46633;64967
acampo001                     ;1-1                 ;Monday   ;128;32400
acampo001                     ;1-1                 ;Tuesday  ;140;27000
acampo001                     ;1-1                 ;Tuesday  ;48464;63136
acampo001                     ;1-1                 ;Tuesday  ;53;25200
acampo001                     ;1-1                 ;Tuesday  ;48433;64967
acampo001                     ;1-1                 ;Wednesday;52;25200
acampo001                     ;1-1                 ;Wednesday;47608;64892
acampo001                     ;1-1                 ;Wednesday;96;27000
acampo001                     ;1-1                 ;Wednesday;49333;63167
acampo001                     ;1-1                 ;Thursday ;56;26100
acampo001                     ;1-1                 ;Thursday ;52043;61357
acampo001                     ;1-1                 ;Thursday ;127;26100
acampo001                     ;1-1                 ;Thursday ;52045;61355
acampo001                     ;1-1                 ;Friday   ;97;27000
acampo001                     ;1-1                 ;Friday   ;225764;63136
acampo001                     ;1-1                 ;Friday   ;95;27000
acampo001                     ;1-1                 ;Friday   ;228433;63167
acampo001                     ;1-2                 ;Monday   ;2;29940
acampo001                     ;1-4                 ;Monday   ;2;61439
acampo001                     ;1-4                 ;Monday   ;31;29751
acampo001                     ;1-4                 ;Monday   ;2;29922
acampo001                     ;1-4                 ;Monday   ;42;29959
acampo001                     ;1-4                 ;Monday   ;2;64965
acampo001                     ;1-4                 ;Monday   ;41;32528
acampo001                     ;1-4                 ;Tuesday  ;41;27140
acampo001                     ;1-4                 ;Tuesday  ;2;63134
acampo001                     ;1-4                 ;Tuesday  ;42;25253
acampo001                     ;1-4                 ;Tuesday  ;2;64965
acampo001                     ;1-4                 ;Wednesday;42;25252
acampo001                     ;1-4                 ;Wednesday;2;64890
acampo001                     ;1-4                 ;Wednesday;41;27096
acampo001                     ;1-4                 ;Wednesday;2;63165
acampo001                     ;1-4                 ;Thursday ;37;26156
acampo001                     ;1-4                 ;Thursday ;2;61355
acampo001                     ;1-4                 ;Thursday ;31;26227
acampo001                     ;1-4                 ;Thursday ;2;61353
acampo001                     ;1-4                 ;Friday   ;41;27097
acampo001                     ;1-4                 ;Friday   ;2;63134
acampo001                     ;1-4                 ;Friday   ;41;27095
acampo001                     ;1-4                 ;Friday   ;2;63165
acampo001                     ;2-4                 ;Monday   ;31;32569
acampo001                     ;2-4                 ;Monday   ;31;61408
acampo001                     ;2-4                 ;Monday   ;31;29782
acampo001                     ;2-4                 ;Monday   ;31;29891
acampo001                     ;2-4                 ;Monday   ;31;30001
acampo001                     ;2-4                 ;Monday   ;31;64934
acampo001                     ;2-4                 ;Tuesday  ;31;27181
acampo001                     ;2-4                 ;Tuesday  ;31;63103
acampo001                     ;2-4                 ;Tuesday  ;31;25295
acampo001                     ;2-4                 ;Tuesday  ;31;64934
acampo001                     ;2-4                 ;Wednesday;31;25294
acampo001                     ;2-4                 ;Wednesday;31;64859
acampo001                     ;2-4                 ;Wednesday;31;27137
acampo001                     ;2-4                 ;Wednesday;31;63134
acampo001                     ;2-4                 ;Thursday ;31;26193
acampo001                     ;2-4                 ;Thursday ;31;61324
acampo001                     ;2-4                 ;Thursday ;33;26258
acampo001                     ;2-4                 ;Thursday ;31;61322
acampo001                     ;2-4                 ;Friday   ;31;27138
acampo001                     ;2-4                 ;Friday   ;31;63103
acampo001                     ;2-4                 ;Friday   ;43;27136
acampo001                     ;2-4                 ;Friday   ;31;63134
acampo001                     ;3-1                 ;Monday   ;16031;32602
acampo001                     ;3-1                 ;Monday   ;159;61208
acampo001                     ;3-1                 ;Monday   ;34;29815
acampo001                     ;3-1                 ;Monday   ;34859;30034
acampo001                     ;3-1                 ;Tuesday  ;6393;27214
acampo001                     ;3-1                 ;Tuesday  ;12584;34223
acampo001                     ;3-1                 ;Tuesday  ;15644;47418
acampo001                     ;3-1                 ;Tuesday  ;11399;25328
acampo001                     ;3-1                 ;Tuesday  ;9584;38003
acampo001                     ;3-1                 ;Tuesday  ;16875;48018
acampo001                     ;3-1                 ;Wednesday;11400;25327
acampo001                     ;3-1                 ;Wednesday;9584;38003
acampo001                     ;3-1                 ;Wednesday;16799;48018
acampo001                     ;3-1                 ;Wednesday;6438;27170
acampo001                     ;3-1                 ;Wednesday;12584;34223
acampo001                     ;3-1                 ;Wednesday;15675;47418
acampo001                     ;3-1                 ;Thursday ;15202;26226
acampo001                     ;3-1                 ;Thursday ;15685;45608
acampo001                     ;3-1                 ;Thursday ;15135;26293
acampo001                     ;3-1                 ;Thursday ;15683;45608
acampo001                     ;3-1                 ;Friday   ;6437;27171
acampo001                     ;3-1                 ;Friday   ;12584;34223
acampo001                     ;3-1                 ;Friday   ;15644;47418
acampo001                     ;3-1                 ;Friday   ;6427;27181
acampo001                     ;3-1                 ;Friday   ;12584;34223
acampo001                     ;3-1                 ;Friday   ;15675;47418
acampo001                     ;3-2                 ;Monday   ;12575;48633
acampo001                     ;3-2                 ;Tuesday  ;616;33607
acampo001                     ;3-2                 ;Tuesday  ;611;46807
acampo001                     ;3-2                 ;Tuesday  ;1276;36727
acampo001                     ;3-2                 ;Tuesday  ;431;47587
acampo001                     ;3-2                 ;Wednesday;1276;36727
acampo001                     ;3-2                 ;Wednesday;431;47587
acampo001                     ;3-2                 ;Wednesday;615;33608
acampo001                     ;3-2                 ;Wednesday;611;46807
acampo001                     ;3-2                 ;Friday   ;615;33608
acampo001                     ;3-2                 ;Friday   ;611;46807
acampo001                     ;3-2                 ;Friday   ;615;33608
acampo001                     ;3-2                 ;Friday   ;611;46807
acampo001                     ;3-3                 ;Thursday ;4180;41428
acampo001                     ;3-3                 ;Thursday ;4180;41428
acampo001                     ;3-4                 ;Monday   ;2;32600
acampo001                     ;3-4                 ;Monday   ;41;61367
acampo001                     ;3-4                 ;Monday   ;2;29813
acampo001                     ;3-4                 ;Monday   ;42;29849
acampo001                     ;3-4                 ;Monday   ;2;30032
acampo001                     ;3-4                 ;Monday   ;41;64893
acampo001                     ;3-4                 ;Tuesday  ;2;27212
acampo001                     ;3-4                 ;Tuesday  ;41;63062
acampo001                     ;3-4                 ;Tuesday  ;2;25326
acampo001                     ;3-4                 ;Tuesday  ;41;64893
